citizenid,employment_status,annual_income
73026,Government Job,54243.77
75769,Private Job,25654.31
27651,Private Job,84661.17
30612,Private Job,41490.36
16334,Self-Employed,25290.83
39005,Private Job,77720.65
36749,Private Job,29062.64
48332,Private Job,78339.52
78448,Private Job,73722.99
88842,Private Job,32383.67
56024,Self-Employed,31898.6
38747,Private Job,70289.35
74883,Self-Employed,72896.64
68705,Private Job,47922.59
97648,Private Job,78461.43
98353,Self-Employed,37104.56
30147,Private Job,62258.42
57955,Self-Employed,50338.86
81311,Private Job,45353.13
62860,Self-Employed,57790.08
38551,Private Job,43468.73
78918,Private Job,38592.56
61451,Private Job,57971.05
27765,Private Job,57173.97
52893,Private Job,74438.56
76791,Private Job,64687.69
27190,Private Job,45409.98
57845,Private Job,95127.72
62089,Government Job,66940.71
87726,Private Job,32114.82
33779,Private Job,36073.74
37237,Private Job,60762.68
38533,Private Job,58969.6
15154,Private Job,57342.76
65990,Private Job,63686.71
49554,Self-Employed,34409.8
55524,Self-Employed,73876.07
91595,Private Job,78401.18
33168,Private Job,56785.44
74281,Private Job,66774.91
56262,Private Job,75000.18
16529,Private Job,64666.79
45642,Private Job,101797.03
46204,Private Job,51503.13
77207,Private Job,66676.73
80501,Private Job,81775.88
81631,Self-Employed,42479.82
45213,Private Job,73874.01
41810,Self-Employed,85840.05
30170,Self-Employed,71535.97
67636,Private Job,43953.62
99609,Private Job,32449.6
91479,Private Job,58216.07
11886,Self-Employed,32093.39
57233,Self-Employed,53160.58
93382,Private Job,45538.51
20240,Private Job,54020.43
87042,Government Job,44205.46
95487,Private Job,76538.53
71164,Government Job,51661.0
89519,Self-Employed,31396.34
53649,Private Job,64391.49
83769,Private Job,72482.56
27076,Private Job,50908.24
13087,Private Job,61943.43
89344,Private Job,52215.48
63746,Government Job,37260.96
73052,Self-Employed,61417.2
94259,Self-Employed,67777.95
58498,Private Job,40201.2
24487,Self-Employed,68290.61
38120,Government Job,77458.02
40181,Private Job,80943.4
69782,Private Job,35524.13
27164,Private Job,35208.2
56302,Self-Employed,140030.88
12504,Private Job,78023.32
68392,Government Job,66763.58
29409,Private Job,32918.07
64982,Government Job,55202.54
76388,Private Job,71346.31
16578,Private Job,1739795.67
91004,Private Job,37144.76
40582,Private Job,80534.59
44357,Self-Employed,77823.4
72065,Private Job,61207.6
63771,Private Job,72442.03
30212,Private Job,34073.66
44023,Private Job,40137.26
40708,Private Job,72233.15
80548,Private Job,52107.0
36001,Self-Employed,36042.03
62458,Private Job,42696.47
98366,Self-Employed,62954.84
16927,Self-Employed,27506.35
17108,Private Job,34044.43
54318,Private Job,37355.26
88796,Private Job,79135.87
66083,Self-Employed,79149.2
51051,Self-Employed,37959.64
78735,Private Job,61489.41
44463,Government Job,46970.98
21287,Private Job,28071.05
75520,Self-Employed,34359.96
44458,Self-Employed,25322.59
17677,Private Job,85037.98
35238,Private Job,64633.47
77037,Private Job,33089.53
24401,Private Job,69748.46
12783,Self-Employed,62352.21
40533,Private Job,37636.37
36868,Private Job,55079.74
71091,Private Job,62248.37
38027,Self-Employed,47078.36
58271,Private Job,83476.62
34150,Private Job,30778.39
71070,Private Job,32688.82
11297,Self-Employed,77252.9
82848,Self-Employed,40267.91
44668,Private Job,32943.81
78567,Private Job,48604.74
27768,Private Job,35269.6
75469,Private Job,55766.15
42462,Private Job,69754.1
28029,Self-Employed,71090.9
38584,Private Job,43492.07
10106,Self-Employed,67095.8
26392,Private Job,83892.62
52664,Government Job,25452.61
53494,Government Job,64429.1
64910,Private Job,55475.06
55573,Private Job,49048.88
81086,Private Job,37761.36
25087,Private Job,32566.03
95516,Private Job,81175.79
16253,Private Job,26856.16
28173,Self-Employed,53663.12
91657,Private Job,37494.42
55050,Self-Employed,33984.46
75216,Private Job,46508.59
93910,Government Job,44282.85
22978,Private Job,53167.64
53565,Self-Employed,55081.63
24112,Private Job,55765.64
37021,Private Job,33046.87
34952,Private Job,35414.21
24117,Private Job,44773.88
49072,Private Job,29928.76
13137,Private Job,75831.75
21386,Private Job,30958.7
49209,Self-Employed,38928.33
68366,Private Job,63872.6
72887,Private Job,81749.21
22222,Government Job,33217.23
67466,Private Job,51783.41
40947,Private Job,43123.22
63972,Private Job,131929.36
87591,Self-Employed,54285.33
62690,Self-Employed,51729.21
25337,Self-Employed,60234.51
96921,Private Job,27606.84
90692,Government Job,75571.85
34386,Private Job,27017.67
55182,Private Job,59918.82
45459,Private Job,74659.95
55751,Private Job,32032.46
38958,Private Job,66588.34
27283,Private Job,37833.0
84179,Private Job,37120.83
64307,Private Job,27719.13
94298,Government Job,47465.5
35441,Private Job,79452.06
12851,Government Job,67965.99
83305,Private Job,59687.89
63199,Self-Employed,123245.66
27728,Private Job,74934.0
81481,Private Job,75970.63
56430,Private Job,61206.49
75540,Private Job,101508.76
41717,Self-Employed,43931.03
43961,Private Job,78713.64
63783,Private Job,46341.2
91361,Self-Employed,35559.74
32266,Private Job,59119.04
97096,Private Job,30150.27
87702,Private Job,37871.8
43684,Private Job,76700.16
26824,Private Job,50457.59
43280,Private Job,54802.91
57760,Self-Employed,57863.43
35620,Private Job,87079.92
18782,Private Job,55070.75
59784,Private Job,38292.93
76436,Self-Employed,80880.58
39399,Self-Employed,66429.2
11053,Private Job,64714.62
17479,Government Job,76036.97
63927,Private Job,86563.91
84456,Private Job,66273.19
58905,Private Job,32386.99
24424,Private Job,45709.26
52200,Private Job,47789.9
17320,Self-Employed,66001.02
16144,Private Job,68014.86
57226,Self-Employed,58943.63
19284,Private Job,49390.85
32275,Private Job,78451.66
20572,Private Job,143333.86
37543,Private Job,58850.22
89537,Private Job,2388470.66
87317,Private Job,75254.41
65054,Private Job,81551.2
25626,Private Job,50794.22
20463,Government Job,42736.82
73650,Private Job,47693.2
98989,Private Job,30047.5
70922,Private Job,126311.47
41758,Self-Employed,46374.11
26326,Government Job,55887.56
18114,Private Job,37558.18
54102,Private Job,35860.05
35271,Private Job,44336.75
30499,Self-Employed,31141.48
42112,Private Job,55080.2
49597,Private Job,63764.11
16925,Private Job,1269.65
76534,Private Job,60890.23
32262,Self-Employed,42093.67
56272,Private Job,77501.11
33654,Private Job,31692.27
78962,Private Job,25095.31
86123,Government Job,33202.87
86137,Government Job,69160.51
42589,Private Job,73107.2
43802,Private Job,71750.67
64829,Self-Employed,44784.37
66267,Private Job,78366.87
12330,Private Job,79259.35
41841,Private Job,75026.15
76497,Self-Employed,69959.18
43156,Private Job,76305.31
84559,Government Job,65157.07
15069,Private Job,83812.44
92318,Private Job,63433.53
83911,Private Job,35073.64
79899,Private Job,36139.84
71488,Private Job,51268.98
41744,Private Job,68887.16
78067,Private Job,159578.41
53873,Self-Employed,2368136.39
98866,Self-Employed,33563.89
86005,Private Job,36879.96
46955,Private Job,29707.56
49817,Private Job,35218.2
59255,Private Job,38427.37
23205,Self-Employed,59071.13
56376,Private Job,48694.8
35802,Private Job,117920.81
22258,Government Job,30722.64
99886,Private Job,34663.51
11857,Private Job,56714.18
67543,Private Job,33045.46
35614,Private Job,69462.53
60996,Private Job,30813.02
45073,Government Job,36600.96
63759,Self-Employed,78436.73
72271,Private Job,57547.97
22557,Self-Employed,86005.6
30569,Private Job,85339.33
65317,Government Job,34302.31
61162,Private Job,29724.45
66177,Self-Employed,29628.15
68808,Self-Employed,82055.87
46234,Private Job,64236.01
37437,Self-Employed,45560.92
57716,Self-Employed,48429.24
75750,Government Job,67710.09
50962,Private Job,62616.43
66340,Self-Employed,46705.45
65380,Self-Employed,67090.83
76632,Private Job,45898.18
53712,Self-Employed,52595.41
11632,Private Job,76898.67
25820,Private Job,32213.74
31710,Private Job,51379.04
27877,Private Job,30606.41
28520,Private Job,27363.08
82277,Private Job,83930.56
79839,Self-Employed,59314.38
21570,Private Job,84603.31
14939,Private Job,77391.18
27831,Private Job,85102.34
57938,Private Job,82011.84
29527,Self-Employed,78634.48
45792,Private Job,69178.81
67476,Self-Employed,69814.46
73225,Private Job,82504.56
89953,Private Job,84597.58
81974,Private Job,82585.61
82272,Private Job,54474.47
24293,Private Job,78493.93
34101,Private Job,133779.98
31138,Private Job,56123.46
77350,Government Job,59419.34
47033,Private Job,75266.67
50350,Private Job,75635.6
52004,Private Job,75253.42
10897,Private Job,128190.48
72314,Self-Employed,75532.44
66225,Private Job,51044.08
42520,Private Job,57359.41
37070,Self-Employed,40417.15
57399,Private Job,53269.76
79811,Private Job,83603.68
60777,Private Job,74810.89
44188,Private Job,47123.31
76516,Self-Employed,63608.06
63293,Self-Employed,40457.9
19187,Self-Employed,37635.47
29354,Private Job,50472.28
41264,Private Job,35479.98
58647,Government Job,58839.24
82821,Private Job,50912.54
72808,Private Job,33430.14
10221,Private Job,67728.86
73462,Private Job,68981.2
28654,Private Job,79316.76
48407,Self-Employed,1655.98
46103,Self-Employed,68439.46
63306,Private Job,38249.5
26421,Private Job,65443.13
24740,Private Job,84554.5
50468,Self-Employed,76996.93
41534,Private Job,51466.58
99945,Government Job,67460.14
51314,Private Job,104385.16
10512,Private Job,179526.51
63784,Private Job,25989.17
10652,Government Job,38357.76
37888,Private Job,49342.96
31973,Private Job,50055.99
75952,Private Job,78583.5
94948,Government Job,85333.79
78252,Self-Employed,52743.3
69033,Private Job,48803.84
83573,Self-Employed,33014.25
67494,Private Job,39278.82
97102,Private Job,33529.62
27788,Private Job,46134.13
13040,Private Job,70587.34
50925,Government Job,26336.58
31550,Government Job,78160.26
65144,Private Job,69081.75
39083,Private Job,47485.22
29815,Self-Employed,57047.54
80752,Self-Employed,31646.39
87774,Private Job,72517.53
76378,Self-Employed,72679.34
93769,Private Job,48067.1
91868,Private Job,40901.07
28200,Self-Employed,60663.29
42999,Private Job,44687.02
96057,Private Job,67951.82
64357,Private Job,96677.88
45161,Self-Employed,68470.16
46084,Self-Employed,84684.72
42902,Private Job,46516.45
70950,Private Job,28407.47
48293,Private Job,78980.08
19375,Private Job,25581.39
19842,Private Job,52297.76
71543,Government Job,40691.26
96320,Private Job,50030.96
57637,Private Job,35644.28
71460,Private Job,66142.25
55879,Private Job,59257.57
72498,Self-Employed,49652.36
64115,Private Job,65533.48
29356,Private Job,30090.02
41800,Private Job,77341.12
66779,Private Job,52712.1
86643,Private Job,62562.7
49290,Private Job,41877.16
21362,Private Job,84296.41
93201,Private Job,52530.79
20654,Private Job,36342.38
59540,Private Job,34699.21
53784,Self-Employed,41938.68
69653,Private Job,72133.09
93636,Private Job,43786.13
85409,Private Job,30023.24
55997,Private Job,52268.48
67863,Government Job,38072.66
21673,Private Job,81176.36
31041,Government Job,47751.63
24668,Private Job,44225.53
45681,Private Job,122224.62
38456,Government Job,52348.34
44382,Private Job,26751.64
92067,Private Job,57388.93
59563,Private Job,85193.58
98350,Government Job,45931.79
28152,Private Job,82043.86
42144,Self-Employed,32431.49
71544,Private Job,60988.63
54393,Self-Employed,135705.04
19459,Private Job,35336.49
45621,Government Job,78630.61
10462,Private Job,69218.39
79797,Self-Employed,78378.74
69983,Private Job,67236.7
66199,Private Job,66019.87
36253,Private Job,57243.28
46296,Private Job,58280.76
70468,Private Job,118209.14
43483,Self-Employed,72761.67
15578,Self-Employed,59938.42
47175,Private Job,51403.39
21188,Self-Employed,68162.79
45117,Private Job,83802.55
50020,Private Job,120019.98
77970,Government Job,170555.6
50798,Private Job,80485.74
36298,Self-Employed,44849.01
54224,Private Job,48600.95
57036,Private Job,83406.58
20650,Private Job,39203.98
40821,Private Job,32794.69
22488,Private Job,54063.17
28822,Self-Employed,52202.81
42311,Self-Employed,58417.69
94644,Government Job,26949.67
31406,Private Job,37587.49
38966,Private Job,73961.24
55898,Private Job,46983.6
35701,Private Job,80909.82
28592,Private Job,59698.91
51915,Government Job,26297.43
88986,Private Job,84668.05
10759,Private Job,44339.53
20118,Private Job,47505.15
67354,Private Job,80549.26
63407,Private Job,78558.7
74879,Self-Employed,66786.37
19430,Private Job,4017008.2
47571,Self-Employed,25623.85
26224,Private Job,25218.77
14449,Private Job,124369.06
27147,Private Job,35873.09
31231,Self-Employed,71514.21
82359,Government Job,75932.24
17841,Private Job,38712.56
48252,Private Job,29800.58
51502,Private Job,4751.05
34750,Private Job,51036.98
72034,Self-Employed,81663.09
17298,Private Job,56993.81
32260,Private Job,69709.86
55512,Private Job,68220.09
51625,Private Job,77103.75
74845,Private Job,85036.91
92868,Private Job,84798.2
13117,Government Job,129033.21
17309,Government Job,57942.36
11463,Private Job,45342.7
92157,Self-Employed,73078.01
71062,Private Job,67856.66
15449,Private Job,72805.5
69358,Private Job,43299.15
19904,Private Job,132772.1
25769,Private Job,60571.22
74375,Private Job,36297.3
95228,Private Job,38390.02
20772,Self-Employed,47522.55
47434,Private Job,68341.54
41425,Private Job,43574.33
52182,Private Job,142391.15
86569,Private Job,45038.96
37804,Private Job,73746.95
30322,Self-Employed,80712.86
34345,Private Job,76239.52
72482,Private Job,36273.52
50243,Private Job,52921.76
57723,Private Job,67893.95
34872,Private Job,68442.52
56447,Private Job,49207.18
89625,Private Job,50652.45
50961,Private Job,60216.75
67549,Private Job,66357.45
53203,Self-Employed,29480.97
76175,Private Job,64327.8
70556,Self-Employed,56247.31
70676,Government Job,27317.7
98387,Private Job,28635.37
64998,Private Job,37162.19
76719,Private Job,46690.39
47029,Private Job,71407.82
47178,Private Job,44200.06
25837,Government Job,71567.58
79188,Self-Employed,55366.65
49898,Private Job,37768.43
28843,Private Job,72396.19
90140,Private Job,69054.14
50153,Self-Employed,27197.49
58493,Private Job,69831.52
94234,Private Job,65782.66
86202,Government Job,47904.92
68818,Private Job,63392.15
29783,Self-Employed,34245.1
21823,Private Job,60851.34
27901,Private Job,35531.84
23561,Self-Employed,31883.05
45427,Private Job,4039282.89
37536,Private Job,37248.31
10256,Private Job,32403.92
36632,Private Job,32547.74
29561,Private Job,78879.96
71849,Private Job,79845.2
95978,Private Job,69778.41
18092,Private Job,72718.44
52223,Government Job,46964.78
98680,Self-Employed,58183.95
31262,Private Job,74697.76
30130,Private Job,54836.78
67236,Private Job,69954.39
48710,Private Job,50828.26
95286,Government Job,46120.83
25996,Government Job,76659.29
29534,Private Job,45291.93
90844,Private Job,54011.83
87747,Private Job,31596.16
76795,Private Job,56103.64
68205,Private Job,61948.13
88817,Self-Employed,48830.05
97432,Government Job,64448.76
43429,Private Job,51921.43
23282,Private Job,51003.71
36956,Self-Employed,50781.58
77575,Private Job,121319.42
77382,Private Job,77433.86
20927,Private Job,69388.75
54465,Self-Employed,52856.64
25323,Private Job,63961.46
83335,Private Job,173523.78
45358,Self-Employed,75246.65
99165,Self-Employed,52814.45
62761,Self-Employed,76503.01
39744,Private Job,35804.22
13253,Private Job,61168.87
49688,Government Job,46965.14
37839,Government Job,31055.58
82697,Private Job,79396.36
83461,Private Job,54867.23
85326,Government Job,57970.84
87655,Government Job,56570.05
19002,Private Job,58107.23
92789,Private Job,60740.67
22977,Private Job,78164.16
16293,Private Job,82812.46
96804,Private Job,62782.27
56284,Private Job,47933.04
70864,Private Job,56416.27
77099,Private Job,67877.12
59837,Private Job,57278.97
20340,Self-Employed,40895.96
59225,Private Job,62024.55
53172,Private Job,79216.85
65906,Self-Employed,31499.16
61085,Private Job,29324.92
90741,Self-Employed,84478.55
86745,Self-Employed,74002.68
64730,Private Job,50165.09
72458,Self-Employed,26759.5
95857,Private Job,81951.28
76484,Private Job,73447.22
53419,Private Job,62053.67
14505,Private Job,73327.92
86926,Self-Employed,63335.19
68750,Private Job,66099.74
35610,Private Job,80180.35
71891,Private Job,49805.55
90449,Private Job,57217.72
76488,Private Job,72646.72
55681,Private Job,41523.98
61982,Self-Employed,61688.5
