citizenid,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
40159,5.0,1.0,78.0,1.0,24.0,0.0,27.23
95968,4.0,1.0,28.0,1.0,3.0,1.0,20.0
61669,4.0,3.0,81.0,0.0,6.0,0.0,13.89
55228,3.0,2.0,22.0,0.0,14.0,1.0,28.72
23752,9.0,4.0,94.0,5.0,230.0,6.0,95.78
43598,2.0,2.0,22.0,0.0,13.0,0.0,12.44
80727,4.0,3.0,13.0,0.0,5.0,1.0,21.01
18106,5.0,1.0,15.0,0.0,4.0,1.0,12.06
83836,4.0,1.0,78.0,0.0,5.0,1.0,27.37
91089,2.0,3.0,53.0,1.0,22.0,0.0,37.34
86536,5.0,2.0,19.0,1.0,27.0,0.0,46.4
26002,3.0,2.0,44.0,0.0,16.0,2.0,15.45
21838,4.0,2.0,52.0,1.0,26.0,0.0,14.98
73632,3.0,1.0,50.0,0.0,23.0,1.0,38.34
37411,2.0,3.0,52.0,1.0,22.0,2.0,24.08
57676,5.0,1.0,48.0,1.0,16.0,1.0,38.4
77666,2.0,2.0,22.0,0.0,14.0,0.0,36.92
49957,5.0,1.0,33.0,0.0,16.0,1.0,28.63
61652,4.0,1.0,71.0,1.0,7.0,1.0,24.55
45606,5.0,3.0,34.0,0.0,1.0,0.0,48.38
67229,5.0,2.0,41.0,0.0,27.0,1.0,29.11
28874,2.0,1.0,75.0,0.0,2.0,0.0,22.85
19115,4.0,1.0,64.0,1.0,22.0,0.0,21.63
33905,9.0,4.0,107.0,7.0,156.0,7.0,95.18
31995,3.0,3.0,63.0,0.0,21.0,0.0,45.29
12273,2.0,2.0,24.0,1.0,23.0,2.0,11.95
99178,4.0,1.0,63.0,1.0,13.0,1.0,37.97
55089,10.0,6.0,155.0,11.0,307.0,5.0,87.3
66689,3.0,3.0,50.0,0.0,7.0,2.0,42.33
85417,11.0,7.0,126.0,10.0,173.0,7.0,88.72
34206,4.0,2.0,26.0,0.0,22.0,1.0,38.63
23931,3.0,3.0,28.0,1.0,20.0,1.0,42.25
91622,4.0,2.0,80.0,0.0,11.0,2.0,19.4
87197,3.0,1.0,35.0,0.0,23.0,0.0,40.38
66424,5.0,3.0,22.0,1.0,15.0,1.0,11.16
12441,4.0,3.0,67.0,0.0,0.0,2.0,34.25
38763,4.0,1.0,19.0,1.0,12.0,2.0,25.46
70809,2.0,3.0,76.0,1.0,17.0,1.0,25.46
29909,5.0,2.0,28.0,1.0,23.0,2.0,29.95
36789,3.0,3.0,14.0,0.0,10.0,2.0,38.64
79771,3.0,1.0,79.0,1.0,27.0,1.0,30.75
42832,3.0,2.0,13.0,1.0,29.0,0.0,31.82
18643,4.0,2.0,12.0,0.0,10.0,1.0,11.92
83361,8.0,7.0,67.0,8.0,149.0,6.0,97.13
87289,2.0,1.0,63.0,1.0,1.0,0.0,31.63
62954,5.0,2.0,65.0,0.0,21.0,2.0,34.01
52720,2.0,2.0,30.0,1.0,26.0,1.0,26.54
72639,5.0,2.0,19.0,1.0,17.0,1.0,19.7
36566,2.0,1.0,25.0,1.0,27.0,1.0,36.59
23695,3.0,1.0,78.0,0.0,16.0,0.0,19.17
35946,2.0,3.0,81.0,0.0,11.0,2.0,33.86
48803,5.0,2.0,63.0,1.0,17.0,1.0,46.5
72658,4.0,3.0,34.0,1.0,10.0,1.0,45.36
11824,10.0,2.0,160.0,8.0,202.0,6.0,86.33
54448,2.0,3.0,81.0,1.0,19.0,0.0,31.39
24001,5.0,2.0,69.0,0.0,6.0,2.0,31.47
67180,3.0,3.0,47.0,0.0,16.0,1.0,20.75
97411,3.0,3.0,26.0,1.0,2.0,1.0,22.66
85203,3.0,3.0,68.0,1.0,8.0,0.0,38.18
21047,5.0,2.0,48.0,1.0,11.0,1.0,18.66
14182,4.0,1.0,59.0,1.0,29.0,1.0,10.75
35950,3.0,2.0,72.0,1.0,26.0,0.0,10.32
24813,3.0,3.0,14.0,1.0,20.0,1.0,14.68
95993,2.0,1.0,24.0,1.0,15.0,1.0,16.3
51901,3.0,1.0,13.0,0.0,11.0,0.0,29.44
52275,5.0,1.0,61.0,1.0,24.0,0.0,35.02
33974,5.0,2.0,23.0,0.0,23.0,2.0,46.06
48361,5.0,1.0,78.0,0.0,5.0,1.0,29.17
39683,2.0,2.0,19.0,1.0,27.0,1.0,12.33
89893,4.0,1.0,70.0,0.0,13.0,1.0,47.46
53834,3.0,3.0,64.0,0.0,25.0,2.0,43.5
35693,6.0,3.0,132.0,9.0,286.0,8.0,83.78
41043,4.0,2.0,39.0,1.0,20.0,1.0,11.46
13214,5.0,3.0,14.0,0.0,18.0,0.0,38.15
25127,4.0,3.0,39.0,1.0,17.0,0.0,39.66
51843,3.0,2.0,53.0,1.0,10.0,1.0,36.97
76563,9.0,2.0,167.0,7.0,275.0,5.0,76.45
42962,4.0,2.0,25.0,1.0,7.0,0.0,35.3
66585,3.0,3.0,22.0,0.0,19.0,2.0,22.32
77348,5.0,1.0,72.0,1.0,12.0,0.0,26.52
56703,11.0,3.0,82.0,6.0,140.0,9.0,78.38
21193,4.0,1.0,69.0,0.0,24.0,2.0,39.63
31218,4.0,3.0,63.0,0.0,3.0,2.0,34.76
36346,5.0,1.0,63.0,0.0,10.0,2.0,25.82
78337,4.0,3.0,28.0,0.0,0.0,2.0,11.01
77997,3.0,2.0,25.0,1.0,7.0,0.0,16.45
38928,9.0,6.0,88.0,11.0,95.0,6.0,81.05
83293,4.0,2.0,14.0,0.0,24.0,0.0,38.6
49158,5.0,1.0,12.0,1.0,1.0,2.0,15.4
19246,4.0,2.0,59.0,0.0,25.0,1.0,15.11
83399,4.0,3.0,66.0,1.0,28.0,1.0,41.3
42436,5.0,3.0,30.0,1.0,22.0,0.0,24.32
87688,5.0,2.0,80.0,0.0,7.0,0.0,34.7
98698,2.0,3.0,32.0,1.0,3.0,1.0,32.76
42013,5.0,1.0,55.0,0.0,19.0,2.0,30.26
64413,5.0,2.0,40.0,0.0,1.0,2.0,45.21
32048,5.0,2.0,80.0,0.0,21.0,0.0,12.83
86934,4.0,2.0,72.0,1.0,10.0,0.0,40.09
34385,3.0,2.0,13.0,0.0,6.0,0.0,25.57
86326,3.0,3.0,58.0,0.0,3.0,2.0,41.93
70307,3.0,3.0,49.0,0.0,19.0,0.0,38.59
43664,3.0,2.0,61.0,1.0,7.0,1.0,25.78
22993,5.0,2.0,42.0,0.0,3.0,0.0,19.66
21956,4.0,1.0,50.0,1.0,15.0,0.0,26.22
75755,3.0,2.0,39.0,0.0,27.0,2.0,30.32
18703,5.0,1.0,71.0,0.0,7.0,0.0,28.68
48791,5.0,3.0,28.0,0.0,1.0,1.0,46.14
36355,4.0,2.0,48.0,0.0,12.0,1.0,32.98
64170,5.0,2.0,46.0,1.0,17.0,1.0,11.66
99941,11.0,3.0,106.0,4.0,95.0,7.0,98.67
84275,4.0,3.0,47.0,1.0,7.0,1.0,11.95
74059,4.0,3.0,81.0,0.0,21.0,1.0,22.25
92946,11.0,4.0,79.0,9.0,185.0,6.0,98.48
70355,5.0,1.0,56.0,0.0,0.0,1.0,29.65
17698,3.0,2.0,67.0,1.0,0.0,2.0,45.31
68695,4.0,3.0,57.0,0.0,21.0,1.0,26.68
69248,10.0,4.0,67.0,4.0,239.0,6.0,81.53
49250,5.0,1.0,38.0,1.0,1.0,1.0,36.83
59912,2.0,3.0,79.0,1.0,17.0,1.0,46.9
49171,3.0,2.0,52.0,0.0,24.0,0.0,14.55
95498,4.0,1.0,18.0,1.0,1.0,1.0,42.0
43353,6.0,3.0,145.0,10.0,324.0,4.0,80.91
50841,2.0,1.0,12.0,1.0,4.0,2.0,15.94
97871,4.0,1.0,63.0,0.0,18.0,1.0,24.19
51729,4.0,2.0,71.0,0.0,9.0,2.0,29.86
24192,2.0,2.0,70.0,0.0,21.0,0.0,39.83
94818,2.0,1.0,36.0,1.0,28.0,2.0,23.65
81026,4.0,1.0,14.0,0.0,13.0,2.0,43.98
67262,3.0,1.0,24.0,1.0,7.0,1.0,21.89
52355,2.0,2.0,59.0,0.0,3.0,2.0,44.14
83720,3.0,2.0,16.0,1.0,2.0,0.0,30.27
68484,4.0,1.0,67.0,0.0,12.0,0.0,31.4
72301,3.0,1.0,52.0,0.0,25.0,0.0,46.98
85788,3.0,1.0,72.0,1.0,28.0,0.0,44.66
65664,3.0,2.0,43.0,1.0,7.0,0.0,47.61
55401,3.0,2.0,76.0,0.0,1.0,0.0,22.28
34097,2.0,2.0,29.0,1.0,9.0,0.0,48.88
75332,5.0,1.0,80.0,0.0,20.0,0.0,41.95
28842,2.0,1.0,12.0,0.0,27.0,2.0,22.19
52421,3.0,1.0,43.0,1.0,25.0,0.0,28.28
20123,3.0,1.0,12.0,0.0,22.0,2.0,31.35
94618,3.0,1.0,13.0,0.0,23.0,1.0,27.57
79251,2.0,3.0,78.0,1.0,21.0,1.0,16.87
36168,4.0,1.0,64.0,0.0,18.0,2.0,28.39
34543,2.0,3.0,15.0,0.0,15.0,0.0,41.14
52441,2.0,1.0,42.0,0.0,9.0,0.0,17.98
86141,2.0,1.0,21.0,1.0,24.0,1.0,41.22
93631,2.0,1.0,50.0,1.0,13.0,0.0,14.85
53875,5.0,2.0,56.0,0.0,28.0,0.0,40.48
18248,4.0,2.0,42.0,1.0,6.0,2.0,47.02
94154,9.0,7.0,149.0,6.0,140.0,8.0,93.35
30194,3.0,2.0,49.0,0.0,17.0,1.0,21.55
95475,5.0,3.0,21.0,0.0,27.0,1.0,45.29
10679,6.0,5.0,82.0,9.0,292.0,7.0,98.22
48701,3.0,2.0,28.0,0.0,9.0,0.0,45.12
82083,4.0,3.0,81.0,0.0,8.0,0.0,41.15
24600,7.0,3.0,112.0,10.0,295.0,6.0,95.64
65601,3.0,3.0,19.0,1.0,11.0,0.0,12.91
97230,4.0,2.0,39.0,1.0,16.0,1.0,45.15
36387,2.0,2.0,73.0,1.0,4.0,2.0,31.85
26808,2.0,2.0,26.0,0.0,27.0,1.0,47.1
64813,2.0,3.0,26.0,0.0,26.0,1.0,42.65
41787,3.0,1.0,33.0,1.0,10.0,1.0,11.61
16403,2.0,1.0,37.0,0.0,24.0,0.0,43.93
71747,4.0,3.0,37.0,0.0,4.0,1.0,40.91
65062,5.0,2.0,37.0,0.0,8.0,0.0,24.53
27262,5.0,3.0,71.0,1.0,16.0,1.0,15.49
18404,3.0,1.0,39.0,1.0,26.0,0.0,29.19
28490,3.0,3.0,81.0,0.0,23.0,1.0,16.69
78815,5.0,1.0,36.0,0.0,3.0,0.0,27.24
24137,2.0,2.0,51.0,0.0,8.0,2.0,45.54
95879,5.0,3.0,78.0,1.0,2.0,2.0,22.08
88079,3.0,1.0,51.0,1.0,16.0,0.0,49.47
11370,2.0,2.0,83.0,1.0,24.0,1.0,39.26
70242,3.0,3.0,21.0,1.0,9.0,2.0,46.57
13169,5.0,2.0,76.0,1.0,9.0,2.0,15.16
54128,4.0,1.0,74.0,1.0,10.0,0.0,36.23
15157,2.0,2.0,61.0,0.0,4.0,2.0,14.11
83087,4.0,3.0,19.0,0.0,18.0,0.0,15.4
76963,2.0,2.0,23.0,0.0,22.0,2.0,26.03
67905,4.0,3.0,47.0,1.0,6.0,2.0,42.65
16672,4.0,2.0,74.0,1.0,4.0,1.0,49.76
35543,3.0,1.0,49.0,1.0,27.0,2.0,27.41
51228,4.0,2.0,46.0,0.0,7.0,2.0,27.66
30831,4.0,1.0,78.0,0.0,29.0,0.0,25.86
76603,4.0,1.0,24.0,1.0,10.0,0.0,23.67
38775,4.0,3.0,49.0,0.0,28.0,0.0,10.77
29084,4.0,2.0,45.0,0.0,1.0,1.0,35.05
37239,2.0,2.0,82.0,0.0,28.0,1.0,11.45
13299,11.0,2.0,92.0,5.0,145.0,9.0,92.7
29057,5.0,3.0,47.0,0.0,12.0,1.0,34.2
26196,3.0,1.0,65.0,1.0,19.0,1.0,34.71
34349,5.0,2.0,36.0,1.0,1.0,2.0,42.19
59392,4.0,3.0,65.0,0.0,18.0,2.0,42.78
31201,3.0,2.0,79.0,1.0,6.0,1.0,43.89
18020,3.0,3.0,51.0,0.0,3.0,1.0,31.86
16881,5.0,3.0,39.0,1.0,21.0,2.0,28.83
61659,9.0,3.0,147.0,9.0,197.0,9.0,92.66
34184,2.0,3.0,77.0,0.0,29.0,0.0,25.55
27385,5.0,3.0,79.0,1.0,27.0,0.0,39.07
69781,4.0,1.0,73.0,0.0,28.0,1.0,18.9
38326,3.0,1.0,58.0,1.0,10.0,2.0,24.5
33394,2.0,3.0,16.0,1.0,16.0,2.0,18.16
94776,4.0,2.0,69.0,1.0,9.0,0.0,49.22
87888,4.0,3.0,81.0,0.0,27.0,0.0,47.26
12040,2.0,1.0,50.0,1.0,24.0,1.0,32.82
33786,5.0,2.0,30.0,0.0,19.0,2.0,21.09
75894,3.0,2.0,74.0,0.0,20.0,0.0,17.99
46702,3.0,2.0,68.0,0.0,7.0,1.0,15.71
61161,2.0,1.0,37.0,0.0,11.0,0.0,23.74
10852,5.0,1.0,76.0,1.0,1.0,1.0,20.85
60335,9.0,2.0,64.0,5.0,114.0,5.0,77.95
41909,5.0,1.0,55.0,0.0,15.0,2.0,49.51
77417,2.0,2.0,26.0,1.0,9.0,1.0,39.76
81396,3.0,1.0,60.0,0.0,4.0,0.0,23.96
30507,9.0,5.0,145.0,4.0,273.0,4.0,82.7
28500,5.0,1.0,37.0,1.0,29.0,0.0,33.48
54453,4.0,3.0,46.0,1.0,8.0,2.0,26.05
50039,2.0,1.0,58.0,1.0,10.0,0.0,21.2
75530,3.0,2.0,35.0,0.0,23.0,1.0,10.85
46657,5.0,1.0,41.0,0.0,17.0,1.0,44.74
45479,3.0,1.0,16.0,1.0,3.0,1.0,23.82
16556,8.0,4.0,108.0,10.0,127.0,5.0,76.16
86945,2.0,1.0,71.0,0.0,13.0,2.0,42.9
33435,3.0,3.0,27.0,0.0,11.0,0.0,29.89
88903,3.0,2.0,28.0,0.0,26.0,2.0,46.16
87559,4.0,3.0,43.0,0.0,21.0,1.0,36.45
93737,11.0,4.0,84.0,7.0,198.0,9.0,97.86
27062,2.0,3.0,12.0,0.0,15.0,1.0,44.96
63983,4.0,3.0,77.0,1.0,6.0,2.0,20.16
42149,4.0,2.0,57.0,0.0,4.0,0.0,43.48
96715,2.0,2.0,45.0,0.0,12.0,0.0,17.45
65564,3.0,1.0,79.0,0.0,6.0,2.0,36.45
16359,3.0,3.0,83.0,1.0,1.0,0.0,36.95
50941,5.0,2.0,61.0,1.0,11.0,2.0,16.08
56276,5.0,3.0,21.0,1.0,7.0,1.0,12.92
46875,5.0,3.0,69.0,0.0,21.0,1.0,47.87
18005,4.0,2.0,81.0,0.0,16.0,1.0,38.22
15547,2.0,2.0,69.0,0.0,18.0,2.0,38.76
86759,6.0,6.0,67.0,11.0,152.0,4.0,81.81
75323,4.0,3.0,49.0,1.0,17.0,1.0,13.75
57146,2.0,1.0,31.0,1.0,5.0,1.0,37.56
94587,4.0,2.0,77.0,1.0,20.0,1.0,41.14
74576,2.0,2.0,34.0,1.0,9.0,2.0,45.12
55824,5.0,1.0,43.0,0.0,9.0,2.0,19.83
35231,3.0,2.0,27.0,0.0,8.0,0.0,35.49
16969,2.0,3.0,77.0,0.0,1.0,2.0,27.58
78453,2.0,1.0,20.0,1.0,14.0,1.0,36.42
41136,3.0,2.0,56.0,1.0,15.0,1.0,17.5
36792,5.0,1.0,25.0,1.0,12.0,0.0,48.86
34460,3.0,3.0,24.0,1.0,15.0,1.0,14.8
27703,2.0,3.0,18.0,1.0,22.0,2.0,23.44
73990,4.0,1.0,79.0,0.0,15.0,1.0,16.54
83170,4.0,1.0,82.0,1.0,23.0,0.0,30.05
80556,9.0,4.0,91.0,11.0,312.0,9.0,95.41
49945,4.0,1.0,19.0,1.0,14.0,2.0,48.64
26980,4.0,2.0,53.0,0.0,27.0,2.0,32.51
35340,2.0,3.0,39.0,0.0,1.0,0.0,28.91
62801,4.0,1.0,68.0,1.0,15.0,0.0,39.14
75634,5.0,3.0,60.0,1.0,24.0,0.0,39.74
49944,4.0,3.0,15.0,0.0,18.0,0.0,32.14
25681,2.0,1.0,21.0,0.0,2.0,1.0,26.59
55372,2.0,3.0,72.0,0.0,24.0,1.0,16.24
25480,4.0,2.0,45.0,1.0,26.0,0.0,39.63
95235,2.0,3.0,38.0,1.0,7.0,1.0,16.68
41179,3.0,2.0,73.0,0.0,1.0,2.0,32.7
27849,5.0,2.0,28.0,1.0,17.0,0.0,22.57
44780,5.0,2.0,15.0,1.0,6.0,0.0,25.74
30940,2.0,2.0,24.0,0.0,0.0,0.0,33.37
60848,3.0,3.0,23.0,0.0,5.0,2.0,43.05
31588,3.0,3.0,43.0,0.0,17.0,1.0,37.63
48651,4.0,1.0,81.0,0.0,3.0,1.0,42.48
72704,8.0,7.0,146.0,11.0,334.0,9.0,85.95
83940,2.0,2.0,75.0,1.0,1.0,1.0,46.85
88628,3.0,2.0,36.0,1.0,14.0,1.0,39.32
31609,2.0,3.0,26.0,0.0,17.0,0.0,26.95
24344,4.0,1.0,50.0,1.0,17.0,0.0,25.29
20319,5.0,3.0,35.0,0.0,17.0,2.0,27.28
27195,2.0,3.0,76.0,0.0,4.0,1.0,43.26
91186,4.0,3.0,49.0,1.0,24.0,1.0,48.47
51896,5.0,3.0,12.0,0.0,2.0,0.0,45.81
37667,4.0,3.0,15.0,0.0,2.0,0.0,35.93
12813,2.0,1.0,23.0,1.0,19.0,1.0,27.68
47086,3.0,3.0,32.0,1.0,13.0,0.0,29.7
74865,3.0,2.0,82.0,1.0,20.0,1.0,16.48
59208,3.0,1.0,22.0,1.0,29.0,0.0,45.64
88856,3.0,2.0,50.0,0.0,1.0,1.0,27.31
28949,3.0,1.0,53.0,1.0,11.0,1.0,39.46
25938,5.0,1.0,25.0,0.0,14.0,0.0,47.4
66122,3.0,1.0,48.0,0.0,12.0,0.0,37.96
26354,4.0,3.0,23.0,0.0,11.0,1.0,11.91
60664,4.0,3.0,48.0,0.0,26.0,0.0,13.87
98447,3.0,3.0,14.0,0.0,22.0,2.0,17.51
31189,5.0,2.0,31.0,1.0,25.0,0.0,48.71
90497,5.0,3.0,52.0,1.0,28.0,2.0,34.35
72505,4.0,3.0,51.0,1.0,29.0,1.0,26.06
90247,4.0,3.0,41.0,0.0,9.0,2.0,40.45
59821,3.0,1.0,40.0,0.0,18.0,2.0,47.04
48935,3.0,1.0,76.0,0.0,14.0,1.0,19.83
28630,5.0,3.0,17.0,0.0,26.0,1.0,48.48
25347,5.0,3.0,52.0,1.0,25.0,1.0,14.24
71299,2.0,2.0,60.0,0.0,13.0,1.0,30.7
75047,2.0,2.0,30.0,1.0,6.0,1.0,43.09
41266,8.0,7.0,77.0,6.0,239.0,6.0,94.56
43423,2.0,1.0,45.0,1.0,10.0,1.0,28.28
97898,4.0,1.0,76.0,1.0,26.0,0.0,16.19
12255,9.0,6.0,92.0,10.0,222.0,9.0,86.42
60179,4.0,2.0,56.0,0.0,11.0,1.0,41.48
26252,7.0,4.0,113.0,4.0,260.0,5.0,95.47
70888,6.0,5.0,73.0,8.0,103.0,8.0,77.22
49246,3.0,1.0,67.0,0.0,9.0,0.0,42.0
92290,2.0,1.0,19.0,0.0,13.0,0.0,40.44
79277,5.0,2.0,79.0,1.0,18.0,2.0,27.1
63145,3.0,1.0,49.0,1.0,28.0,2.0,17.6
63825,3.0,3.0,54.0,0.0,6.0,1.0,45.38
58288,2.0,1.0,46.0,1.0,3.0,1.0,27.48
73136,4.0,1.0,54.0,1.0,29.0,2.0,25.15
73104,5.0,2.0,54.0,0.0,27.0,2.0,47.12
65150,6.0,3.0,176.0,9.0,281.0,9.0,95.96
47467,5.0,2.0,57.0,1.0,14.0,1.0,15.07
55599,5.0,2.0,37.0,0.0,4.0,1.0,13.42
22314,2.0,2.0,58.0,0.0,28.0,1.0,47.35
51791,3.0,3.0,52.0,1.0,14.0,1.0,31.12
98653,4.0,3.0,47.0,1.0,18.0,2.0,13.5
28758,3.0,3.0,18.0,1.0,19.0,2.0,25.53
35731,2.0,1.0,27.0,1.0,19.0,0.0,27.79
43476,5.0,3.0,18.0,0.0,9.0,0.0,40.51
25844,4.0,3.0,43.0,1.0,23.0,1.0,36.96
86660,5.0,1.0,33.0,1.0,7.0,2.0,14.31
67421,3.0,3.0,83.0,1.0,10.0,1.0,46.85
59356,3.0,2.0,81.0,0.0,7.0,2.0,45.01
16656,5.0,2.0,17.0,1.0,6.0,2.0,13.74
75136,10.0,5.0,163.0,11.0,258.0,4.0,88.4
64448,3.0,2.0,78.0,1.0,14.0,1.0,42.39
72010,4.0,1.0,72.0,0.0,27.0,0.0,11.61
63850,4.0,2.0,21.0,1.0,6.0,1.0,10.4
25742,2.0,1.0,46.0,1.0,4.0,1.0,43.24
10135,4.0,3.0,54.0,0.0,29.0,1.0,11.49
50228,2.0,3.0,29.0,1.0,9.0,2.0,18.46
28620,2.0,2.0,27.0,1.0,20.0,2.0,24.29
48780,9.0,3.0,140.0,8.0,288.0,4.0,75.92
14863,3.0,2.0,45.0,1.0,18.0,1.0,29.38
83345,5.0,2.0,23.0,1.0,18.0,1.0,33.46
64749,2.0,1.0,77.0,0.0,25.0,2.0,41.6
41557,2.0,2.0,51.0,0.0,12.0,1.0,49.36
18506,5.0,2.0,30.0,0.0,27.0,2.0,34.82
87429,4.0,1.0,24.0,0.0,12.0,1.0,40.76
19891,2.0,3.0,63.0,1.0,8.0,0.0,43.22
59065,5.0,3.0,48.0,1.0,12.0,1.0,27.16
58133,2.0,2.0,36.0,0.0,20.0,1.0,39.42
21401,11.0,3.0,126.0,8.0,165.0,8.0,95.05
79890,2.0,3.0,51.0,0.0,0.0,1.0,47.96
52413,2.0,1.0,48.0,1.0,12.0,2.0,35.78
77884,4.0,2.0,59.0,1.0,21.0,1.0,46.26
16994,9.0,6.0,86.0,5.0,133.0,7.0,85.11
66774,5.0,3.0,74.0,1.0,14.0,1.0,24.66
27983,2.0,2.0,36.0,0.0,6.0,1.0,25.18
44792,10.0,5.0,86.0,11.0,137.0,7.0,79.4
47559,4.0,1.0,62.0,1.0,9.0,2.0,22.6
86921,2.0,1.0,30.0,0.0,13.0,2.0,37.73
19652,3.0,3.0,49.0,0.0,28.0,1.0,41.56
91081,2.0,1.0,76.0,0.0,7.0,2.0,22.76
19902,3.0,1.0,55.0,1.0,5.0,2.0,13.81
26235,2.0,3.0,62.0,0.0,22.0,2.0,33.61
23058,2.0,3.0,62.0,0.0,26.0,1.0,28.82
14795,5.0,3.0,53.0,1.0,5.0,1.0,29.41
34867,4.0,3.0,51.0,0.0,11.0,2.0,37.7
23774,2.0,2.0,82.0,0.0,11.0,1.0,20.37
41934,4.0,2.0,69.0,0.0,27.0,1.0,14.87
84752,3.0,3.0,47.0,0.0,18.0,1.0,47.14
45240,3.0,2.0,77.0,0.0,18.0,2.0,35.9
36744,3.0,1.0,20.0,1.0,17.0,1.0,30.93
98708,5.0,3.0,19.0,0.0,5.0,1.0,25.29
14026,4.0,2.0,16.0,1.0,10.0,2.0,33.99
11139,4.0,2.0,23.0,1.0,20.0,2.0,20.42
95556,4.0,1.0,53.0,1.0,2.0,2.0,19.83
74676,4.0,1.0,21.0,0.0,19.0,1.0,20.49
48465,4.0,2.0,49.0,1.0,1.0,1.0,20.81
13150,4.0,3.0,46.0,0.0,13.0,2.0,19.92
55139,10.0,3.0,85.0,8.0,333.0,7.0,93.8
71270,4.0,3.0,77.0,1.0,20.0,1.0,15.35
13545,2.0,3.0,26.0,1.0,10.0,0.0,35.66
13129,3.0,3.0,27.0,0.0,18.0,2.0,15.98
34447,2.0,2.0,33.0,0.0,0.0,0.0,44.99
24151,3.0,2.0,26.0,1.0,2.0,2.0,48.58
43372,5.0,1.0,22.0,1.0,3.0,2.0,15.68
65359,4.0,3.0,16.0,1.0,6.0,0.0,15.56
25403,11.0,3.0,78.0,7.0,338.0,8.0,97.16
39773,4.0,1.0,45.0,1.0,24.0,2.0,11.73
92834,2.0,1.0,37.0,0.0,20.0,2.0,46.85
86993,5.0,1.0,34.0,0.0,10.0,0.0,29.21
80914,2.0,1.0,76.0,1.0,16.0,1.0,28.74
36435,4.0,1.0,41.0,0.0,22.0,2.0,42.89
18317,4.0,1.0,78.0,0.0,20.0,2.0,46.18
62339,2.0,1.0,67.0,1.0,22.0,1.0,29.29
90157,3.0,1.0,63.0,1.0,7.0,0.0,18.25
54059,2.0,2.0,42.0,0.0,25.0,0.0,26.64
29372,4.0,2.0,64.0,1.0,6.0,1.0,21.3
92038,4.0,2.0,43.0,1.0,25.0,2.0,36.7
44277,4.0,1.0,16.0,1.0,4.0,1.0,18.53
51823,2.0,2.0,21.0,1.0,14.0,2.0,29.9
55509,4.0,3.0,16.0,1.0,12.0,0.0,40.38
96067,5.0,2.0,17.0,1.0,2.0,2.0,34.29
12295,5.0,3.0,80.0,0.0,23.0,0.0,11.65
95511,5.0,3.0,13.0,0.0,13.0,2.0,34.37
24888,3.0,1.0,54.0,0.0,20.0,1.0,41.42
57706,5.0,1.0,18.0,0.0,6.0,0.0,27.29
82675,4.0,2.0,62.0,0.0,22.0,0.0,46.27
34929,5.0,2.0,24.0,1.0,23.0,1.0,23.66
46011,3.0,1.0,29.0,1.0,18.0,0.0,33.1
32094,2.0,2.0,78.0,1.0,8.0,1.0,43.13
57205,5.0,1.0,63.0,0.0,8.0,0.0,20.64
72465,5.0,3.0,76.0,0.0,1.0,1.0,48.67
51720,3.0,2.0,73.0,0.0,9.0,2.0,11.43
45745,5.0,1.0,27.0,1.0,14.0,0.0,26.54
52992,4.0,2.0,40.0,1.0,14.0,2.0,39.99
82770,5.0,3.0,36.0,0.0,11.0,2.0,33.74
25394,4.0,2.0,61.0,1.0,23.0,2.0,20.82
24882,4.0,3.0,60.0,1.0,29.0,0.0,47.33
71546,3.0,3.0,15.0,0.0,27.0,0.0,29.95
50548,3.0,2.0,56.0,0.0,6.0,1.0,16.44
20990,4.0,3.0,17.0,1.0,28.0,0.0,16.35
32476,2.0,3.0,58.0,1.0,13.0,0.0,19.62
97845,10.0,4.0,119.0,5.0,299.0,4.0,92.77
67281,2.0,2.0,68.0,0.0,11.0,1.0,23.72
81089,4.0,3.0,69.0,1.0,5.0,2.0,18.16
73779,2.0,3.0,28.0,1.0,20.0,2.0,42.33
17022,3.0,1.0,63.0,0.0,21.0,0.0,19.35
79508,2.0,2.0,61.0,1.0,12.0,2.0,30.13
99153,4.0,2.0,53.0,1.0,24.0,2.0,40.74
77493,5.0,3.0,57.0,0.0,0.0,2.0,44.45
44559,4.0,1.0,32.0,1.0,23.0,2.0,49.06
95757,4.0,1.0,79.0,0.0,26.0,2.0,19.01
42365,5.0,3.0,21.0,1.0,16.0,0.0,12.41
84715,4.0,1.0,40.0,1.0,20.0,0.0,18.12
57748,3.0,1.0,21.0,1.0,21.0,2.0,13.97
26615,3.0,2.0,57.0,1.0,16.0,2.0,18.46
80044,11.0,7.0,79.0,6.0,216.0,9.0,96.26
44781,3.0,3.0,14.0,1.0,1.0,1.0,21.96
37965,3.0,2.0,71.0,0.0,6.0,1.0,36.89
12707,3.0,2.0,14.0,0.0,16.0,2.0,13.98
73592,9.0,4.0,105.0,11.0,210.0,9.0,93.15
81225,5.0,2.0,44.0,1.0,21.0,2.0,35.01
38659,5.0,1.0,45.0,0.0,24.0,0.0,30.28
60295,2.0,2.0,56.0,1.0,0.0,0.0,24.64
40820,3.0,3.0,55.0,0.0,10.0,0.0,31.09
74830,3.0,2.0,39.0,0.0,2.0,1.0,47.35
26261,2.0,3.0,69.0,1.0,4.0,0.0,43.71
50445,2.0,1.0,15.0,1.0,7.0,1.0,39.06
